,평점,본문
79,5,향이강하지도않고 쓰기좋아요향이강하지도않고 쓰기좋아요
80,1,저번주에샀는뎈ㅋㅋㅋ유통기한이 21년 5월까지네욬ㅋㅋㅋ 네개나 샀는뎈ㅋㅋ 맨날 다섯번씩 발라야겠어욬ㅋㅋ저번주에샀는뎈ㅋㅋㅋ유통기한이 21년 5월까지네욬ㅋㅋㅋ 네개나 샀는뎈ㅋㅋ 맨날 다섯번씩 발라야겠어욬ㅋㅋ
81,5,아기가 좋아하네요! 아기한테 사용하기도 편하구요아기가 좋아하네요! 아기한테 사용하기도 편하구요
82,5,싸게 너무 잘 샀네요 순하고 너무 좋아요싸게 너무 잘 샀네요 순하고 너무 좋아요
83,5,잘 쓰도 있어요특히 여자아이들이 좋아하네요선물용으로 추가 구매하였습니다잘 쓰도 있어요특히 여자아이들이 좋아하네요선물용으로 추가 구매하였습니다
84,4,썬쿠션 좋아요백탁 심하지않고 무엇보다도 아이가 엄마처럼 화장하는 느낌이 들어그런지 좋아합니다썬쿠션 좋아요백탁 심하지않고 무엇보다도 아이가 엄마처럼 화장하는 느낌이 들어그런지 좋아합니다
85,4,여러개 사기전에 스틱 먼저 구매해봤어요냄새 좋고 성분 좋다하니믿고 구매해봅니다자극이 덜하길 바라며여러개 사기전에 스틱 먼저 구매해봤어요냄새 좋고 성분 좋다하니믿고 구매해봅니다자극이 덜하길 바라며
86,3,자극적이지 않고 좋아요자극적이지 않고 좋아요
87,3,선크림 촉촉해서 좋네요선크림 촉촉해서 좋네요
88,5,늘 사용했어요좋습니다늘 사용했어요좋습니다
89,5,가방에 넣어서 다니면서 막 퍽퍽 발라주기 넘 좋아요ㅋㅋ근데 진짜 비가 와서 햇볕 못 보니 먼가 덜 써지네요그래도 집에서도 막 써여ㅋㅋ 일상생활에서도 자외선 차단하세요들가방에 넣어서 다니면서 막 퍽퍽 발라주기 넘 좋아요ㅋㅋ근데 진짜 비가 와서 햇볕 못 보니 먼가 덜 써지네요그래도 집에서도 막 써여ㅋㅋ 일상생활에서도 자외선 차단하세요들
90,4,선쿠션이랑 클렌징워터성분이좋아서 구매했습니다  초등아이들 트러블없이사용했으면 좋겠네요선쿠션이랑 클렌징워터성분이좋아서 구매했습니다  초등아이들 트러블없이사용했으면 좋겠네요
91,5,순하고 괜찬아요 개인적으로 양이 적어요 여름에 2개 구입했는데 또 사야할꼬 같앙요순하고 괜찬아요 개인적으로 양이 적어요 여름에 2개 구입했는데 또 사야할꼬 같앙요
92,5,아이가 둘이라 따로 사기에 부담인데 11으로 잘 사서 좋아요ㅋ아이도 화장하는것처럼 즐겁게 썬크림을 발라요아이가 둘이라 따로 사기에 부담인데 11으로 잘 사서 좋아요ㅋ아이도 화장하는것처럼 즐겁게 썬크림을 발라요
93,5,기존에 썻던것과 달리 백탁현상도 없이 좋앗어요 잘 발리구 아이가 좋아하네요기존에 썻던것과 달리 백탁현상도 없이 좋앗어요 잘 발리구 아이가 좋아하네요
94,5,애들이 닦는것때문에 사용하기 꺼려하는데 발르기도 편하고 좋아요애들이 닦는것때문에 사용하기 꺼려하는데 발르기도 편하고 좋아요
95,4,아이가 더 열심히 발라요바르는 모습도 사랑스럽네요 벌써 한통 다쓰고 1뿔1할때 사길 잘했네요아이가 더 열심히 발라요바르는 모습도 사랑스럽네요 벌써 한통 다쓰고 1뿔1할때 사길 잘했네요
96,5,아직 사용 전이긴 하지만 성분이 순해서 믿고 구매하였어요아직 사용 전이긴 하지만 성분이 순해서 믿고 구매하였어요
97,5,유명한거 알고 구매했습니다 아직 써보진 않았지만 정성스레 싼 포장과 배송 만족 합니다유명한거 알고 구매했습니다 아직 써보진 않았지만 정성스레 싼 포장과 배송 만족 합니다
98,5,사용하기 편하고 아이도 재밌어해요 ㅎㅎ사용하기 편하고 아이도 재밌어해요 ㅎㅎ
99,5,순하고 아이가 좋아해서 괜찮네요순하고 아이가 좋아해서 괜찮네요
100,5,순한거같아요 쿠션이라 편하구요순한거같아요 쿠션이라 편하구요
101,5,배송 빠르고 싸게 사서 좋아요배송 빠르고 싸게 사서 좋아요
102,4,밖에나가서 바르기편해요! 발림성 좋고 아이가 직접바르고 좋아하네요밖에나가서 바르기편해요! 발림성 좋고 아이가 직접바르고 좋아하네요
103,5,아기가 좋아해요 좋어요아기가 좋아해요 좋어요
104,5,바르기변하고 좋아요바르기변하고 좋아요
105,5,좋아요ㅎㅎ많이파세요좋아요ㅎㅎ많이파세요
106,5,부드럽고 촉촉하네요부드럽고 촉촉하네요
107,5,만족해요 건조하다는 후기가 많아서 걱정했는데 우리 아가한테는 괜찮았던거같아요 쿠션이라 바르기도 편리하고 좋아요만족해요 건조하다는 후기가 많아서 걱정했는데 우리 아가한테는 괜찮았던거같아요 쿠션이라 바르기도 편리하고 좋아요
108,5,매년 마다 아이들 선크림 선수틱 선쿠션 구매합니다올해는 몽디에스 구매해보았어요사용전이라 만족했음 좋겠네요매년 마다 아이들 선크림 선수틱 선쿠션 구매합니다올해는 몽디에스 구매해보았어요사용전이라 만족했음 좋겠네요
109,5,몽디에스 로션쓰다가 선쿠션도 있길래 구매해봤어요 쿠션이라 간편하구요 발랐을때 유분이나 끈적임 없어요 백탁도 없구요 잘 쓸 것 같아요몽디에스 로션쓰다가 선쿠션도 있길래 구매해봤어요 쿠션이라 간편하구요 발랐을때 유분이나 끈적임 없어요 백탁도 없구요 잘 쓸 것 같아요
110,5,성분도 착하고 향도 은은하게좋아서잘쓰고있어요백탁현상 전혀없고 얇게 잘발려서좋아요성분도 착하고 향도 은은하게좋아서잘쓰고있어요백탁현상 전혀없고 얇게 잘발려서좋아요
111,3,숲유치원 다녀서 모자써도 너무 타길래 구매했어요숲유치원 다녀서 모자써도 너무 타길래 구매했어요
112,5,쿨링감도 좋고 트러블도 나지않고 좋습니당 ㅗㅗ쿨링감도 좋고 트러블도 나지않고 좋습니당 ㅗㅗ
113,4,순하고  좋아요  딸내미가  잘 바르고 있어요순하고  좋아요  딸내미가  잘 바르고 있어요
114,5,잘쓰고 있어요 다쓰면 또 구매하려구요 아이도쓰고 저도 같이 쓰고있어요잘쓰고 있어요 다쓰면 또 구매하려구요 아이도쓰고 저도 같이 쓰고있어요
115,5,화장하듯이 톧톡톡 재밌게 써요화장하듯이 톧톡톡 재밌게 써요동영상1개의 포토리뷰
116,5,썬쿠션 주문하면서 같이 주문했어요 숲유치원 다녀서 얼굴 너무 타서 구입썬쿠션 주문하면서 같이 주문했어요 숲유치원 다녀서 얼굴 너무 타서 구입
117,3,예민한피부애들쓰기좋아요예민한피부애들쓰기좋아요
118,5,괜찮아요 만족합니다괜찮아요 만족합니다
119,5,선물하려고 또 섰어요선물하려고 또 섰어요
120,5,아기꺼시켰을때   기념품으로와서 제가써봤는데 너무좋아서다쓰고또시켰어요여짓껏 맞는걸 못찾았었는데ㅠ 얼굴이안뜨고 잘먹고 피부가까만편인데도 너무하얗지도않고 자연스럽고좋아요 또구매할께요아기꺼시켰을때   기념품으로와서 제가써봤는데 너무좋아서다쓰고또시켰어요여짓껏 맞는걸 못찾았었는데ㅠ 얼굴이안뜨고 잘먹고 피부가까만편인데도 너무하얗지도않고 자연스럽고좋아요 또구매할께요
121,4,어린이집에서쓰는거 하나 집에서쓰는거하나 두개구매해서 쓰고있어요어린이집에서쓰는거 하나 집에서쓰는거하나 두개구매해서 쓰고있어요
122,5,썬크림쓰면 트러블이 많이 났었는데 요건 트러블없고 좋아요!썬크림쓰면 트러블이 많이 났었는데 요건 트러블없고 좋아요!
123,5,배송도 빠르고 이벤트중이라 좋은가격에 구매해요배송도 빠르고 이벤트중이라 좋은가격에 구매해요
124,5,쿠션으로 되어 있어서 손에 안묻히고 사용하기 편해요! 선크림을 많이 바르다보니까 금방금방 닳는게 조금 안타까워요ㅠ쿠션으로 되어 있어서 손에 안묻히고 사용하기 편해요! 선크림을 많이 바르다보니까 금방금방 닳는게 조금 안타까워요ㅠ
125,5,아주좋아요 간편하고 다만 내용물이 적은느낌?ㅜㅜ 몽디에스 쟁겨두고 사용중이에용 ㅎ아주좋아요 간편하고 다만 내용물이 적은느낌?ㅜㅜ 몽디에스 쟁겨두고 사용중이에용 ㅎ
126,5,아이가 직접 바르며 재미있어해요성분이 좋다해서 구매했어요 잘 사용하고 있습니다아이가 직접 바르며 재미있어해요성분이 좋다해서 구매했어요 잘 사용하고 있습니다
127,4,아이가 편하게 잘 사용합니다 엄마 화장하는 것같다며 재미있어하고요아이가 편하게 잘 사용합니다 엄마 화장하는 것같다며 재미있어하고요
128,4,두개가필요했는데 딱좋네요 백탁도심하지않고 부드럽게잘발려요두개가필요했는데 딱좋네요 백탁도심하지않고 부드럽게잘발려요
129,4,팩트 타임이라 아이가 좋아해요클렌징워터랑 같이 잘 쓰고있어요팩트 타임이라 아이가 좋아해요클렌징워터랑 같이 잘 쓰고있어요
130,5,순하게발리고 들고다니기좋아서 물놀이나 외출할때 좋습니다순하게발리고 들고다니기좋아서 물놀이나 외출할때 좋습니다
131,4,좋긴한데 아이한테 퍼프로 발라주려니 자꾸 도망가요좋긴한데 아이한테 퍼프로 발라주려니 자꾸 도망가요
132,3,좋아요 아이들이 좋아해요좋아요 아이들이 좋아해요
133,4,백탁현상이 좀 있긴하지만 아이가 좋아해요백탁현상이 좀 있긴하지만 아이가 좋아해요
134,3,아기가 본인화장품이라고 좋아하네요 발림성은 좋은지는 아직잘 모르겟네요아기가 본인화장품이라고 좋아하네요 발림성은 좋은지는 아직잘 모르겟네요
135,5,끈적이지 않아서 좋고 바르기 편하네요끈적이지 않아서 좋고 바르기 편하네요
136,4,아직 사용전인데 잘 맞았으면 좋겠어요아직 사용전인데 잘 맞았으면 좋겠어요
137,5,잘쓸게요웅웅 남편리 가끔써여 ㅠㅠ잘쓸게요웅웅 남편리 가끔써여 ㅠㅠ
138,5,여자 아기라 그런지 너무 좋아해요여자 아기라 그런지 너무 좋아해요
139,5,상품평이 좋아 세일할 때 샀어요상품평이 좋아 세일할 때 샀어요
140,5,만족합니다 포장과 빠른배송 맘에드네요 앞으로도 이용할것같습니다만족합니다 포장과 빠른배송 맘에드네요 앞으로도 이용할것같습니다
141,5,순수한성분이라 좋아요순수한성분이라 좋아요
142,3,잘 사용하구있어요잘 사용하구있어요
143,5,조아요 만족합니다ㅋ조아요 만족합니다ㅋ
144,5,원플원해서 딸하나  저하나 사용중 만족합니다원플원해서 딸하나  저하나 사용중 만족합니다
145,2,촉촉하다해서 샀는데 당김심해서 외출할때만 잠깐쓰고 바로 세안 ㅠㅠ  종일 쓰기엔 저에겐 당기는 제품이네요촉촉하다해서 샀는데 당김심해서 외출할때만 잠깐쓰고 바로 세안 ㅠㅠ  종일 쓰기엔 저에겐 당기는 제품이네요
146,5,선쿠션하고 클렌징 워터는 요즘같은 자외선 많은 여름날 필수템이되고 있어요선쿠션하고 클렌징 워터는 요즘같은 자외선 많은 여름날 필수템이되고 있어요
147,5,아기등원할때마다꾸준히잘바르고있어요쿠션이다보니좀헤프긴하네요아기등원할때마다꾸준히잘바르고있어요쿠션이다보니좀헤프긴하네요
148,5,아직 쿠션은 안써서모르겠지만 클렌징워터보니 믿음이갑니다ㅎ아직 쿠션은 안써서모르겠지만 클렌징워터보니 믿음이갑니다ㅎ
149,5,아직써보지는 안았지만 크림하고 워시가 좋아서 좋을듯해여아직써보지는 안았지만 크림하고 워시가 좋아서 좋을듯해여
150,4,아이가 쓰기 좋아요백탁현상 적고 부드럽고 촉촉해욧아이가 쓰기 좋아요백탁현상 적고 부드럽고 촉촉해욧
151,5,발림도 좋고안전한 제품이라 믿음가서 더 좋아요발림도 좋고안전한 제품이라 믿음가서 더 좋아요
152,5,부드럽고 자극없어 좋아요 용량도 크고 딱입니다부드럽고 자극없어 좋아요 용량도 크고 딱입니다
153,5,아가 쓰려고 샀어요 쿠션 타입이라 편해서 좋네요 아가도 톡톡 두드려주니 좋아해요아가 쓰려고 샀어요 쿠션 타입이라 편해서 좋네요 아가도 톡톡 두드려주니 좋아해요
154,5,편리해요 ! 아기한테 쓰는데 좋은것 같아요편리해요 ! 아기한테 쓰는데 좋은것 같아요
155,5,화장위에 바르면 좀 들뜨는감은 있어요 나쁜성분없어서 얼굴에 바르기좋아요화장위에 바르면 좀 들뜨는감은 있어요 나쁜성분없어서 얼굴에 바르기좋아요
156,4,자외선 차단 지수가 생각보다 작아요자외선 차단 지수가 생각보다 작아요
157,5,아이를위해 항상준비하는여름필수품아이를위해 항상준비하는여름필수품
158,4,배송이 좀 느리고 포장이 좀 아쉬워요배송이 좀 느리고 포장이 좀 아쉬워요
159,5,처음쓰는데 딸아이가 좋아합니다처음쓰는데 딸아이가 좋아합니다
160,5,가볍게 발리고 아이가 좋아해요가볍게 발리고 아이가 좋아해요
161,5,사진설명과 같아요잘 쓸께요사진설명과 같아요잘 쓸께요
162,5,아기 전용 썬쿠션 너무 좋네요아기 전용 썬쿠션 너무 좋네요
163,5,아이들이 진짜 좋아해요 ㅎㅎ아이들이 진짜 좋아해요 ㅎㅎ
164,4,매번 구입합니다재구매 의사매번 구입합니다재구매 의사
165,5,좋아요 많이파세요좋아요 많이파세요
166,5,원뿔원으로 저렴히샀어요원뿔원으로 저렴히샀어요
167,5,배송빠르고 맘에들어요배송빠르고 맘에들어요
168,4,아직 얼굴에 발라보진 않았지만 손등에 발라보니 끈적임도 많지않고 향도 자극적이지 않아서 좋은 것 같아요 쿨링감도 있어서 여름에 잘 쓸것 같네요 일반 크림은 수시로 바르기 좀 번거로아직 얼굴에 발라보진 않았지만 손등에 발라보니 끈적임도 많지않고 향도 자극적이지 않아서 좋은 것 같아요 쿨링감도 있어서 여름에 잘 쓸것 같네요 일반 크림은 수시로 바르기 좀 번거로웠는데 자주자주 발라야겠어요
169,5,여름에 쓰기 좋아요여름에 쓰기 좋아요
170,5,톡톡톡 아이들 혼자 화장하듯 쓸수있어 두 자매가 좋아해요톡톡톡 아이들 혼자 화장하듯 쓸수있어 두 자매가 좋아해요
171,5,양으로 따지면 오래 쓰는 건 기대하심 안되구요 썬크림이라 빨리 쓰고 없애야 좋으니ㅋㅋ 이정도면 착한 성분들에 가격도 좋아서 만족해요양으로 따지면 오래 쓰는 건 기대하심 안되구요 썬크림이라 빨리 쓰고 없애야 좋으니ㅋㅋ 이정도면 착한 성분들에 가격도 좋아서 만족해요
172,5,아이가 좋아합니다감사합니다아이가 좋아합니다감사합니다
173,4,얼굴 발라주기 편하고 애가 스스로도 바를 수 있어서 좋습니다 양이 좀 적은게 단점이에요얼굴 발라주기 편하고 애가 스스로도 바를 수 있어서 좋습니다 양이 좀 적은게 단점이에요
174,4,피부가하얀편이라 덜타게해주려고 구매했어요어린이집에도 하나 보내놓고 쓰고있네요ㅎㅎ피부가하얀편이라 덜타게해주려고 구매했어요어린이집에도 하나 보내놓고 쓰고있네요ㅎㅎ
175,5,믿고쓰는 몽디에스죠 ㅎ 무기자차선크림이라더욱맘에듭니다 ㅎ 11으로 득템했네요 ㅎㅎ믿고쓰는 몽디에스죠 ㅎ 무기자차선크림이라더욱맘에듭니다 ㅎ 11으로 득템했네요 ㅎㅎ
176,5,위생적이게 바를수있을것 같아서팩트로 했는데넓은부위는 크림타입이 좋겠네요위생적이게 바를수있을것 같아서팩트로 했는데넓은부위는 크림타입이 좋겠네요
177,3,아직 사용해보진않았는데 물로만도 세안이 가능하다구해서 믿구 써보려구여아직 사용해보진않았는데 물로만도 세안이 가능하다구해서 믿구 써보려구여
178,4,얼굴이 너무 타는거같아 구매했는데 손에 묻히지않고 발라줄수있어서 좋아요얼굴이 너무 타는거같아 구매했는데 손에 묻히지않고 발라줄수있어서 좋아요
179,5,잘받았습니다애들선크림 순한거검색하다가댓글보구믿고   구매햇어용잘받았습니다애들선크림 순한거검색하다가댓글보구믿고   구매햇어용
180,4,쿠션도 좋고 클렌징도 잘되서 넘 좋네요 11이라서 잘산거같아요쿠션도 좋고 클렌징도 잘되서 넘 좋네요 11이라서 잘산거같아요
181,5,아이들이너무좋아해요배송빨랐어요세안이잘안되는거같아요아이들이너무좋아해요배송빨랐어요세안이잘안되는거같아요
182,4,민감성피부라서 아직안써봤지만 저한테 맞았으면좋겠네요ㅎ민감성피부라서 아직안써봤지만 저한테 맞았으면좋겠네요ㅎ
183,5,쿠션타입 너무 편해요 아이도 화장하는거같다고 좋아하네용쿠션타입 너무 편해요 아이도 화장하는거같다고 좋아하네용
184,5,무엇보다 쿠션타입이하 아이들이 좋아해요 바르면 약간 시원한 느낌있고 퍼프도 쫀득해요무엇보다 쿠션타입이하 아이들이 좋아해요 바르면 약간 시원한 느낌있고 퍼프도 쫀득해요
185,4,바쁜 아침에 부드럽게 잘 발려요 양은 좀 적은것같아요바쁜 아침에 부드럽게 잘 발려요 양은 좀 적은것같아요
186,5,매우 만족해요 백탁도 안심해서 애랑 같이 쓰려고요매우 만족해요 백탁도 안심해서 애랑 같이 쓰려고요
187,5,이제품은 얼굴에 바르기도 편하고 아이가 눈이 따갑다고도 안합니다 좋은제품 같아요이제품은 얼굴에 바르기도 편하고 아이가 눈이 따갑다고도 안합니다 좋은제품 같아요
188,5,일단 케이스 넘 이쁘구요 쓸때마다 기분좋을듯요일단 케이스 넘 이쁘구요 쓸때마다 기분좋을듯요
189,3,잘 사용하고 있어요 로션타입보다 확실히 편해요잘 사용하고 있어요 로션타입보다 확실히 편해요
190,4,추천으로 구매해요 밖에 나갈때 사용하니 좋아요추천으로 구매해요 밖에 나갈때 사용하니 좋아요
191,5,쿠션이 있어서 펴 바르기 좋네요추천 합니다쿠션이 있어서 펴 바르기 좋네요추천 합니다
192,5,완전 만족이요! 항상 쓰는 제품이에요 좋아요완전 만족이요! 항상 쓰는 제품이에요 좋아요
193,5,아직 사용전이지만 평이좋아 믿고 구매합니다아직 사용전이지만 평이좋아 믿고 구매합니다
194,5,상품 마음에 듭니다 조카선물로 좋아요상품 마음에 듭니다 조카선물로 좋아요
195,5,배송도 빠르고  백탁현상도 없고 좋아요배송도 빠르고  백탁현상도 없고 좋아요
196,5,야외에선 아기들도 선크림필수죠ㅎㅎ야외에선 아기들도 선크림필수죠ㅎㅎ
197,4,간편하게 바를수 있어 정말 좋아요간편하게 바를수 있어 정말 좋아요
198,5,아이들피부에 부드럽게 잘발려요아이들피부에 부드럽게 잘발려요
199,5,좋아요 좋은성분으로 아기가 쓰기 좋아요 ㅎ좋아요 좋은성분으로 아기가 쓰기 좋아요 ㅎ
200,5,아이한태 쓰려고 주문했어요 얼굴에 로션 바르기를 싫어해서 쿠션으로 주문했는데 아직 안써봤지만 잘 발렸으면 좋겠네요아이한태 쓰려고 주문했어요 얼굴에 로션 바르기를 싫어해서 쿠션으로 주문했는데 아직 안써봤지만 잘 발렸으면 좋겠네요
201,5,아이스스로 잘바름ㅋㅋ화장놀이 하는것처럼ㅋㅋ아이스스로 잘바름ㅋㅋ화장놀이 하는것처럼ㅋㅋ
202,5,재구매입니다 자극적이지 않고 좋아요재구매입니다 자극적이지 않고 좋아요
203,5,재고 입고에 오래 걸려서 아쉽긴 했지만 포장영상도 보내주시고 좋았습니다!화해보고 평이 좋아 샀는데 기대되네요재고 입고에 오래 걸려서 아쉽긴 했지만 포장영상도 보내주시고 좋았습니다!화해보고 평이 좋아 샀는데 기대되네요
204,5,배송 진짜 빠르네요배송 진짜 빠르네요
205,5,외출나갈때 간편하게 바르기 좋네요외출나갈때 간편하게 바르기 좋네요
206,5,한번 사보고 좋아서 재구했어요 안 끈쩍이고 백탁 없는데 얼굴 화사해보이고 트러블 안 일어나고 눈 안 따갑고 다 좋은데 양이 너무 작아요 원플원 행사할때 더 사둘걸 그랬어요 행사 끝한번 사보고 좋아서 재구했어요 안 끈쩍이고 백탁 없는데 얼굴 화사해보이고 트러블 안 일어나고 눈 안 따갑고 다 좋은데 양이 너무 작아요 원플원 행사할때 더 사둘걸 그랬어요 행사 끝나서 너무 아쉽네요
207,5,그전에  프랑스  다른 제품 썻는데  요게 더 좋으네요    원플원에  사은품까지 빵빵!! 든듣해요그전에  프랑스  다른 제품 썻는데  요게 더 좋으네요    원플원에  사은품까지 빵빵!! 든듣해요
208,3,배송빨랐구요 아직 밖을 나갈일이 없어서 써보진않았네요  아이가 스티거붙히고 ㅋ배송빨랐구요 아직 밖을 나갈일이 없어서 써보진않았네요  아이가 스티거붙히고 ㅋ2개의 포토리뷰2개의 포토리뷰
209,4,민감한 피부인데 확실히 순하고 사용하기 편합니다민감한 피부인데 확실히 순하고 사용하기 편합니다
210,3,자주사용하는데 가끔 많이나올때도 있어요자주사용하는데 가끔 많이나올때도 있어요
211,5,잘도착했습니다 많이파세요잘도착했습니다 많이파세요
212,5,좋아요재구매했어요좋아요재구매했어요
213,5,아이 피부도 지키며엄마 같은 쿠션타입이라아이가 좋아해요아이 피부도 지키며엄마 같은 쿠션타입이라아이가 좋아해요
214,5,냄새도 좋고 순한거 같아요 아이가 다른 썬크림은 바르면나중에 얼굴에 트러블이 났었는데 이건 괜찮아요냄새도 좋고 순한거 같아요 아이가 다른 썬크림은 바르면나중에 얼굴에 트러블이 났었는데 이건 괜찮아요
215,4,성분좋다해서 규매해봤어요실제로 자극이 없기를 바라며냄새는 좋아요성분좋다해서 규매해봤어요실제로 자극이 없기를 바라며냄새는 좋아요
216,5,믿고쓰는제품인데  원플원이라  더욱좋아요 거기에 사은품까지!!최고믿고쓰는제품인데  원플원이라  더욱좋아요 거기에 사은품까지!!최고
217,5,아이가 엄마 화장하는 흉내 내면서 바르기 좋아하네요 만족아이가 엄마 화장하는 흉내 내면서 바르기 좋아하네요 만족
218,5,남자아이인데도 스스로 톡톡 찍어바를수 있어서 좋아해요ㅎ남자아이인데도 스스로 톡톡 찍어바를수 있어서 좋아해요ㅎ
219,5,향이강하지도않고 쓰기좋아요향이강하지도않고 쓰기좋아요
220,1,저번주에샀는뎈ㅋㅋㅋ유통기한이 21년 5월까지네욬ㅋㅋㅋ 네개나 샀는뎈ㅋㅋ 맨날 다섯번씩 발라야겠어욬ㅋㅋ저번주에샀는뎈ㅋㅋㅋ유통기한이 21년 5월까지네욬ㅋㅋㅋ 네개나 샀는뎈ㅋㅋ 맨날 다섯번씩 발라야겠어욬ㅋㅋ
221,5,아기가 좋아하네요! 아기한테 사용하기도 편하구요아기가 좋아하네요! 아기한테 사용하기도 편하구요
222,5,싸게 너무 잘 샀네요 순하고 너무 좋아요싸게 너무 잘 샀네요 순하고 너무 좋아요
223,5,잘 쓰도 있어요특히 여자아이들이 좋아하네요선물용으로 추가 구매하였습니다잘 쓰도 있어요특히 여자아이들이 좋아하네요선물용으로 추가 구매하였습니다
224,4,썬쿠션 좋아요백탁 심하지않고 무엇보다도 아이가 엄마처럼 화장하는 느낌이 들어그런지 좋아합니다썬쿠션 좋아요백탁 심하지않고 무엇보다도 아이가 엄마처럼 화장하는 느낌이 들어그런지 좋아합니다
225,4,여러개 사기전에 스틱 먼저 구매해봤어요냄새 좋고 성분 좋다하니믿고 구매해봅니다자극이 덜하길 바라며여러개 사기전에 스틱 먼저 구매해봤어요냄새 좋고 성분 좋다하니믿고 구매해봅니다자극이 덜하길 바라며
226,3,자극적이지 않고 좋아요자극적이지 않고 좋아요
227,3,선크림 촉촉해서 좋네요선크림 촉촉해서 좋네요
228,5,늘 사용했어요좋습니다늘 사용했어요좋습니다
229,5,가방에 넣어서 다니면서 막 퍽퍽 발라주기 넘 좋아요ㅋㅋ근데 진짜 비가 와서 햇볕 못 보니 먼가 덜 써지네요그래도 집에서도 막 써여ㅋㅋ 일상생활에서도 자외선 차단하세요들가방에 넣어서 다니면서 막 퍽퍽 발라주기 넘 좋아요ㅋㅋ근데 진짜 비가 와서 햇볕 못 보니 먼가 덜 써지네요그래도 집에서도 막 써여ㅋㅋ 일상생활에서도 자외선 차단하세요들
230,4,선쿠션이랑 클렌징워터성분이좋아서 구매했습니다  초등아이들 트러블없이사용했으면 좋겠네요선쿠션이랑 클렌징워터성분이좋아서 구매했습니다  초등아이들 트러블없이사용했으면 좋겠네요
231,5,순하고 괜찬아요 개인적으로 양이 적어요 여름에 2개 구입했는데 또 사야할꼬 같앙요순하고 괜찬아요 개인적으로 양이 적어요 여름에 2개 구입했는데 또 사야할꼬 같앙요
232,5,아이가 둘이라 따로 사기에 부담인데 11으로 잘 사서 좋아요ㅋ아이도 화장하는것처럼 즐겁게 썬크림을 발라요아이가 둘이라 따로 사기에 부담인데 11으로 잘 사서 좋아요ㅋ아이도 화장하는것처럼 즐겁게 썬크림을 발라요
233,5,기존에 썻던것과 달리 백탁현상도 없이 좋앗어요 잘 발리구 아이가 좋아하네요기존에 썻던것과 달리 백탁현상도 없이 좋앗어요 잘 발리구 아이가 좋아하네요
234,5,애들이 닦는것때문에 사용하기 꺼려하는데 발르기도 편하고 좋아요애들이 닦는것때문에 사용하기 꺼려하는데 발르기도 편하고 좋아요
235,4,아이가 더 열심히 발라요바르는 모습도 사랑스럽네요 벌써 한통 다쓰고 1뿔1할때 사길 잘했네요아이가 더 열심히 발라요바르는 모습도 사랑스럽네요 벌써 한통 다쓰고 1뿔1할때 사길 잘했네요
236,5,아직 사용 전이긴 하지만 성분이 순해서 믿고 구매하였어요아직 사용 전이긴 하지만 성분이 순해서 믿고 구매하였어요
237,5,유명한거 알고 구매했습니다 아직 써보진 않았지만 정성스레 싼 포장과 배송 만족 합니다유명한거 알고 구매했습니다 아직 써보진 않았지만 정성스레 싼 포장과 배송 만족 합니다
238,5,사용하기 편하고 아이도 재밌어해요 ㅎㅎ사용하기 편하고 아이도 재밌어해요 ㅎㅎ
239,5,순하고 아이가 좋아해서 괜찮네요순하고 아이가 좋아해서 괜찮네요
240,5,순한거같아요 쿠션이라 편하구요순한거같아요 쿠션이라 편하구요
241,5,배송 빠르고 싸게 사서 좋아요배송 빠르고 싸게 사서 좋아요
242,4,밖에나가서 바르기편해요! 발림성 좋고 아이가 직접바르고 좋아하네요밖에나가서 바르기편해요! 발림성 좋고 아이가 직접바르고 좋아하네요
243,5,아기가 좋아해요 좋어요아기가 좋아해요 좋어요
244,5,바르기변하고 좋아요바르기변하고 좋아요
245,5,좋아요ㅎㅎ많이파세요좋아요ㅎㅎ많이파세요
246,5,부드럽고 촉촉하네요부드럽고 촉촉하네요
247,5,만족해요 건조하다는 후기가 많아서 걱정했는데 우리 아가한테는 괜찮았던거같아요 쿠션이라 바르기도 편리하고 좋아요만족해요 건조하다는 후기가 많아서 걱정했는데 우리 아가한테는 괜찮았던거같아요 쿠션이라 바르기도 편리하고 좋아요
248,5,매년 마다 아이들 선크림 선수틱 선쿠션 구매합니다올해는 몽디에스 구매해보았어요사용전이라 만족했음 좋겠네요매년 마다 아이들 선크림 선수틱 선쿠션 구매합니다올해는 몽디에스 구매해보았어요사용전이라 만족했음 좋겠네요
249,5,몽디에스 로션쓰다가 선쿠션도 있길래 구매해봤어요 쿠션이라 간편하구요 발랐을때 유분이나 끈적임 없어요 백탁도 없구요 잘 쓸 것 같아요몽디에스 로션쓰다가 선쿠션도 있길래 구매해봤어요 쿠션이라 간편하구요 발랐을때 유분이나 끈적임 없어요 백탁도 없구요 잘 쓸 것 같아요
250,5,성분도 착하고 향도 은은하게좋아서잘쓰고있어요백탁현상 전혀없고 얇게 잘발려서좋아요성분도 착하고 향도 은은하게좋아서잘쓰고있어요백탁현상 전혀없고 얇게 잘발려서좋아요
251,3,숲유치원 다녀서 모자써도 너무 타길래 구매했어요숲유치원 다녀서 모자써도 너무 타길래 구매했어요
252,5,쿨링감도 좋고 트러블도 나지않고 좋습니당 ㅗㅗ쿨링감도 좋고 트러블도 나지않고 좋습니당 ㅗㅗ
253,4,순하고  좋아요  딸내미가  잘 바르고 있어요순하고  좋아요  딸내미가  잘 바르고 있어요
