,평점,본문
278,5,우리애가 너무만족해합니다좋아요우리애가 너무만족해합니다좋아요
279,5,아이가 골랏어요좋네요아이가 골랏어요좋네요
280,5,프리메라 베이비 선쿠션 15g 본품 NEW베이비 선쿠션 본품프리메라 베이비 선쿠션 15g 본품 NEW베이비 선쿠션 본품
281,4,지울 때 좀 신경써서 지워야 해요그냥 세수시키면 하얀 게 잘 안 없어져서클렌징 티슈로 한 번 닦고 세수시키네요지울 때 좀 신경써서 지워야 해요그냥 세수시키면 하얀 게 잘 안 없어져서클렌징 티슈로 한 번 닦고 세수시키네요
282,5,아이가 너무 좋아하고 스스로도 잘해요 역시 팩트형 사기 잘한거 같아요아이가 너무 좋아하고 스스로도 잘해요 역시 팩트형 사기 잘한거 같아요
283,5,잘 안발리는 느낌이긴한데 다른 트러블 없이 잘 발라줬어요!잘 안발리는 느낌이긴한데 다른 트러블 없이 잘 발라줬어요!
284,5,우리 딸 너무 좋아하고 발림도 괜찬아요잘쓰겠습니다우리 딸 너무 좋아하고 발림도 괜찬아요잘쓰겠습니다
285,5,좋아요 아이가좋아해요좋아요 아이가좋아해요
286,4,항상  쓰던 제품이예요아이가 너무 좋아해요항상  쓰던 제품이예요아이가 너무 좋아해요
287,5,제가발라봣는대 광이나요 추천합니다제가발라봣는대 광이나요 추천합니다
288,5,네 쓰기편하고 믿을수있어서 좋아요네 쓰기편하고 믿을수있어서 좋아요
289,5,케이스도 이쁘고 잘발리는거같아요케이스도 이쁘고 잘발리는거같아요
290,5,딸이 사용하는데 좋다고하네요딸이 사용하는데 좋다고하네요
291,5,아기 너무 좋아요 상품 예뻐요아기 너무 좋아요 상품 예뻐요
292,4,좋은것같아요 조은거같애요좋은것같아요 조은거같애요
293,5,총알배송 완전 감사해요총알배송 완전 감사해요
294,5,아들이 너무 좋아합니다아들이 너무 좋아합니다
295,5,어제 주문했는데 오늘 도착했어요 그리고 유통기한도 2022년까지로 길고요 백화점 상품이랑 동일하네요 저렴한 가격으로 잘 구매한것같아요 많이많이 오래오래 파세요어제 주문했는데 오늘 도착했어요 그리고 유통기한도 2022년까지로 길고요 백화점 상품이랑 동일하네요 저렴한 가격으로 잘 구매한것같아요 많이많이 오래오래 파세요2개의 포토리뷰2개의 포토리뷰
296,4,물로 지워지는 썬크림이랑 고민하다가 이거 주문했는데 아기 얼굴 클렌징이 좀 귀찮긴 하지만 그래도 좋아요물로 지워지는 썬크림이랑 고민하다가 이거 주문했는데 아기 얼굴 클렌징이 좀 귀찮긴 하지만 그래도 좋아요
297,5,늘사용하는 제품이라 만족해요빠른배송 저렴한가격 감사드립니다늘사용하는 제품이라 만족해요빠른배송 저렴한가격 감사드립니다
298,5,다른 썬크림은 겁나 찝찝하고 가려운데 순해서 어른인 저도 바름다른 썬크림은 겁나 찝찝하고 가려운데 순해서 어른인 저도 바름
299,5,후기여름이라 타지않게 발라줘요 케이스도 이쁘고 애는좋아해요
300,5,아기가 아주 좋아요 물로 씻어도 되니까 편해요아기가 아주 좋아요 물로 씻어도 되니까 편해요
301,5,9살 아들 발라 주려고 구매했어요9살 아들 발라 주려고 구매했어요
302,5,백탁현상이 있지만 퍼프로 두드려 사용하니 아이가 사용하기 편합니다백탁현상이 있지만 퍼프로 두드려 사용하니 아이가 사용하기 편합니다
303,5,프리메라 릴리프선쿠션 사용했는데 제품이 없어서 사봤어요 배송빨랐구요프리메라 릴리프선쿠션 사용했는데 제품이 없어서 사봤어요 배송빨랐구요
304,4,마음에 듭니다 다음에 또 살께요 마음에 듭니다 다음에 또 살께요 
305,5,아이들도 저도 너무 좋습니다 잘 사용하고 또 구매할께요아이들도 저도 너무 좋습니다 잘 사용하고 또 구매할께요
306,5,쓰기편해요 근데 또 막상 잘 안발라준다는 함정이쓰기편해요 근데 또 막상 잘 안발라준다는 함정이
307,5,자극없이 잘쓰여요퍼프를 이용하니 너무 편해요자극없이 잘쓰여요퍼프를 이용하니 너무 편해요
308,5,아이가늘쓰던제품이에요배송도 빨랐어요아이가늘쓰던제품이에요배송도 빨랐어요
309,4,잘받았어요 배송은 다른곳보다 하루느림잘받았어요 배송은 다른곳보다 하루느림
310,5,배송빨라요!사물의 품질도 좋습니다배송빨라요!사물의 품질도 좋습니다
311,5,빠른 배달아주 좋은 제품빠른 배달아주 좋은 제품
312,3,잘 쓰고 있습니다잘 쓰고 있습니다
313,5,프리메라믿고구매했어요콩순이팩트사용하다 클렌징을 프리메라로사용중이라같은팩트로 샀네요
314,5,알러지피부에 좋아요아이가 썬크림순하다는거 다발라봐도 알러지피부에 좋아요아이가 썬크림순하다는거 다발라봐도 햇빛받으면  화상입은거처럼 빨갛게 부어오르는데 이거랑 라로슈포제는 괜찮아요
315,5,살짝 백탁현상있는데 전 이게 좋더라구요다른제품 스틱썼는데 너무 들고다니며 얼굴이며 벽이며 바르고 다녀서 이걸로 했는데 엄마따라 톡톡하며 좋아해요살짝 백탁현상있는데 전 이게 좋더라구요다른제품 스틱썼는데 너무 들고다니며 얼굴이며 벽이며 바르고 다녀서 이걸로 했는데 엄마따라 톡톡하며 좋아해요
316,5,얼굴 좁쌀비슷한뽀루지가 올라오는데 이건 순해서인지 전현 그런게없어 좋아요얼굴 좁쌀비슷한뽀루지가 올라오는데 이건 순해서인지 전현 그런게없어 좋아요
317,5,약간 분홍기는 있어요 바르니 뽀샤시합니다약간 분홍기는 있어요 바르니 뽀샤시합니다
318,4,초등5학년 딸이 넘 좋다고 하네요초등5학년 딸이 넘 좋다고 하네요
319,4,괜찮은거 같아요잘 발리고괜찮은거 같아요잘 발리고
320,4,18개월 딸아이가 스스로 하네요 ㅎㅎ 선 쿠션 발라도 18개월 딸아이가 스스로 하네요 ㅎㅎ선 쿠션 발라도 타요 ㅠㅠ
321,5,매년구매해요 아기쓰기너무편해요매년구매해요 아기쓰기너무편해요
322,5,사용하기 편리해요 아이가 좋아해요사용하기 편리해요 아이가 좋아해요
323,5,아이가 스스로 바르겠다고 하면서 좋아하내요요즘 해가 뜨거워서 외출하면 얼굴이 빨개져서 구매했습니다아이가 스스로 바르겠다고 하면서 좋아하내요요즘 해가 뜨거워서 외출하면 얼굴이 빨개져서 구매했습니다
324,5,바르기도 너무편하고 프리메라여서 믿고구매했어요바르기도 너무편하고 프리메라여서 믿고구매했어요
325,5,좋아요여름에 물놀이갈때 아이들 발라주려구요ㅎ좋아요여름에 물놀이갈때 아이들 발라주려구요ㅎ
326,5,매년 프리메라 썬쿠션 사용하는데 순하고 좋아요매년 프리메라 썬쿠션 사용하는데 순하고 좋아요
327,5,선크림 바르기도 편하고 아이도 좋아해요선크림 바르기도 편하고 아이도 좋아해요
328,5,여름 대비여름 대비한 아기 첫 선쿠션으로 샀어요
329,5,배송도 빠르고 가격도 저렴하고 좋아요배송도 빠르고 가격도 저렴하고 좋아요
330,5,딸아이한테 발라주고있어요좋아요딸아이한테 발라주고있어요좋아요
331,5,선물 해드렸더니 좋아하세요선물 해드렸더니 좋아하세요
332,5,순한거찾다가 사게되엿어요순한거찾다가 사게되엿어요
333,5,아이들이 너무 좋아해료아이들이 너무 좋아해료
334,5,너무 좋아요 많이 파세요너무 좋아요 많이 파세요
335,5,부드럽게 발리고 좋아요부드럽게 발리고 좋아요
336,3,아이가 엄청 좋아해요아이가 엄청 좋아해요
337,5,백탁이 있어서 첨엔 전에 쓰던거랑 달라 좀 놀랬는데 순해서 좋은것 같아요 전에 쓰던거랑 적절히 사용하니 넘 만족합니다백탁이 있어서 첨엔 전에 쓰던거랑 달라 좀 놀랬는데 순해서 좋은것 같아요 전에 쓰던거랑 적절히 사용하니 넘 만족합니다
338,5,항상 구매해서 사용중이에요 항상 만족합니다항상 구매해서 사용중이에요 항상 만족합니다
339,5,프리메라 제품은 언제나 좋습니다우리애가 까만피부라 바르니 약간 핑크빛이 드는것이 볼터치한 느낌이 좀 있네요프리메라 제품은 언제나 좋습니다우리애가 까만피부라 바르니 약간 핑크빛이 드는것이 볼터치한 느낌이 좀 있네요
340,5,잘받았습니다포장도 깔끔하게 빨리왔네요유통기한도 엄청길어요잘받았습니다포장도 깔끔하게 빨리왔네요유통기한도 엄청길어요
341,5,적극 추천합니다 매우 좋네요빠른배송 저렴한 가격 베이비선쿠션 너무 좋습니다 재구매해서 사용하는데 만족합니다 다 쓰면 또 구매해서 사용할 예정입니다 좋은 품질 잘 쓰겠습적극 추천합니다 매우 좋네요빠른배송 저렴한 가격 베이비선쿠션 너무 좋습니다 재구매해서 사용하는데 만족합니다 다 쓰면 또 구매해서 사용할 예정입니다 좋은 품질 잘 쓰겠습니다 잘 사용하고 다 쓰면 재구매 할 예정입니다
342,5,아이들 해마다 사는 재품이에요 순해서 좋아요아이들 해마다 사는 재품이에요 순해서 좋아요
343,4,이번여름 첫 아이 쿠션으로 구입했어요이번여름 첫 아이 쿠션으로 구입했어요
344,5,백탁이있긴한데 아이가 좋아하네요백탁이있긴한데 아이가 좋아하네요
345,4,백탁은 있지만 순하고 좋네요백탁은 있지만 순하고 좋네요
346,5,잘 쓰고 있어요만족합니다잘 쓰고 있어요만족합니다
347,5,배송도 빠르고 만족합니당배송도 빠르고 만족합니당
348,5,빠른배송이 좋아요빠른배송이 좋아요
349,5,잘사용하겠습니다잘사용하겠습니다
350,5,연휴끝난 직후라 배송이 조금 많이 늦었지만 그래도 상품은 마음에 들어요 가격도 저렴하게 사고연휴끝난 직후라 배송이 조금 많이 늦었지만 그래도 상품은 마음에 들어요 가격도 저렴하게 사고
351,5,아이가 마스크 자국이 심하게 나서 급히 주문했는데 예전아이가 마스크 자국이 심하게 나서급히 주문했는데예전보다 덜 타는거 같아요아주 강추합니다!
352,5,빠른 배송 해주셔서 감사합니다빠른 배송 해주셔서 감사합니다
353,5,향도 순하고 배송도 빠르네요향도 순하고 배송도 빠르네요
354,5,맘에 들어요 이제 아가에서 선쿠션이 필요할거 같아서요맘에 들어요 이제 아가에서 선쿠션이 필요할거 같아서요
355,5,백탁현상이좀 있지만 전너무맘에들어요일반쿠션보다는 선쿠션이 발랏을때 더자연스러운것같아 맘에들어요 또 구매하러올께요 리필이요백탁현상이좀 있지만 전너무맘에들어요일반쿠션보다는 선쿠션이 발랏을때 더자연스러운것같아 맘에들어요 또 구매하러올께요 리필이요
356,5,아이가 너무좋아해요 배송도 빨랐습니다아이가 너무좋아해요 배송도 빨랐습니다
357,5,배송빠르고 만족스럽습니다배송빠르고 만족스럽습니다
358,5,촉촉하고 착한 가격 좋아요촉촉하고 착한 가격 좋아요
359,5,하루만에 받았어요 유통기한도 넉넉해요 22년5월이에요 만족해요하루만에 받았어요 유통기한도 넉넉해요 22년5월이에요 만족해요
360,4,유통기한 최신제품이라 좋습니다다만 바를때 백탁현상이 있네요 얼굴이 하얘져요유통기한 최신제품이라 좋습니다다만 바를때 백탁현상이 있네요 얼굴이 하얘져요
361,5,여행가기전에 급하게 주문했는데 배송이 약속한 날에 도착해서 너무 좋았어요햇빛장난아닌곳인데 편해서 진짜 잘 쓰고 있어요!!여행가기전에 급하게 주문했는데 배송이 약속한 날에 도착해서 너무 좋았어요햇빛장난아닌곳인데 편해서 진짜 잘 쓰고 있어요!!
362,5,배송빠르고 좋아요전에 썼다가 재구매했어요 자극없이 순해서 프리메라것만 쓰게 됩니다
363,4,아이가 일단 좋아하네요 디자인도 이쁘고 백탁현상도별로 없어요아이가 일단 좋아하네요 디자인도 이쁘고 백탁현상도별로 없어요
364,5,아기가 좋아해요얼굴에 톡톡쳐주는게 재밌나바요만족합니다아기가 좋아해요얼굴에 톡톡쳐주는게 재밌나바요만족합니다
365,5,아이가 화장하는 것처럼 하니 거부감도 없이 잘 펴바르네요아이가 화장하는 것처럼 하니 거부감도 없이 잘 펴바르네요
366,5,아이들이 쓰기에는 다소 불편함이있어서 고학년 추천이요아이들이 쓰기에는 다소 불편함이있어서 고학년 추천이요
367,3,다음날 온다고해서 시킨건데그 뒷날와서 아쉬웠어요다음날 온다고해서 시킨건데그 뒷날와서 아쉬웠어요
368,4,항상 사용하던 제품이예요아이들 피부에 잘 맞아요항상 사용하던 제품이예요아이들 피부에 잘 맞아요
369,5,선물도 하고 딸도 쓰고애들이 쿠션형식이라 좋아해요 알아서 하기도 좋고
370,4,딸애가 민감한 피부라 순해서 쭉 이거만 써요딸애가 민감한 피부라 순해서 쭉 이거만 써요
371,5,깔끔해요깔끔하고 아이 혼자 할 수 있어서 좋네요
372,5,배송 엄청 빠르고 유통기한 넉넉해용배송 엄청 빠르고 유통기한 넉넉해용
373,5,배송완전빠르고요 일단 울애기가 톡톡두드리는거 좋아해서 넘 좋아하네요배송완전빠르고요 일단 울애기가 톡톡두드리는거 좋아해서 넘 좋아하네요
374,5,순해서 좋네요4학년 초4딸 씁니다순해서 좋네요4학년 초4딸 씁니다
375,5,아이가 좋아하네요 배송 빨라요아이가 좋아하네요 배송 빨라요
376,5,초4딸 순해서 잘 쓰고 있어요초4딸 순해서 잘 쓰고 있어요
377,3,발림성이 그닥 좋진 않아요발림성이 그닥 좋진 않아요
378,5,울아들 피부 보호하기 ㅎㅎ울아들 피부 보호하기 ㅎㅎ
379,5,늘 떨어지지 않게 쟁여뒤요늘 떨어지지 않게 쟁여뒤요
380,4,싼가격에구매했네요싼가격에구매했네요
381,5,중학생 딸 써보라고 산건데아직 안써봐서 잘 모르지만케이스도 이쁘고 좋아보이네요잘 쓸께요중학생 딸 써보라고 산건데아직 안써봐서 잘 모르지만케이스도 이쁘고 좋아보이네요잘 쓸께요
382,4,아직 사용전인데 케이스는 귀엽네요 퍼프도 분홍이고아직 사용전인데 케이스는 귀엽네요 퍼프도 분홍이고
383,5,선물용선물했는데 만족도가 높아요 유통기한도 넉넉해요3개의 포토리뷰3개의 포토리뷰3개의 포토리뷰
384,5,좋아요 감사합니다 저렴하게 잘 구입했어요좋아요 감사합니다 저렴하게 잘 구입했어요
385,5,믿고쓰죠 항상 이제품만 구입 제일좋아요믿고쓰죠 항상 이제품만 구입 제일좋아요
386,5,좋을거같아요 프리메라 믿고 구매합니다좋을거같아요 프리메라 믿고 구매합니다
387,5,배송빠르고 젤 싸고 좋아요배송빠르고 젤 싸고 좋아요
388,5,배송이 빨라서 좋았습니다배송이 빨라서 좋았습니다
389,4,빠른배송 만족해요빠른배송 만족해요
390,5,백탁현상 있지만많이 끈적이지 않네요백탁현상 있지만많이 끈적이지 않네요
391,5,빠른배송 좋은 품질 감사용빠른배송 좋은 품질 감사용
392,5,굳굳역시 프리메라에요굳굳역시 프리메라에요
393,5,좋아요 만족합니다좋아요 만족합니다
394,5,순해요 항상써여 굿순해요 항상써여 굿
395,5,항상쓰던거라 주문했어요  말할것없이 좋죠항상쓰던거라 주문했어요  말할것없이 좋죠
396,5,애기가 화장품인줄 알고 재밌어 하네여 ㅎㅎㅎ백탁은 좀 있긴 한데 만족합니다애기가 화장품인줄 알고 재밌어 하네여 ㅎㅎㅎ백탁은 좀 있긴 한데 만족합니다
397,5,아기 첫 선크림으로 구매했어요 ㅎㅎ아기 첫 선크림으로 구매했어요 ㅎㅎ
398,5,배송도 빠르고 질도 좋아요배송도 빠르고 질도 좋아요
399,5,배송 빨라서 좋아요 프리메라 제품 좋아하는데 피부에 잘맞았음하네요배송 빨라서 좋아요 프리메라 제품 좋아하는데 피부에 잘맞았음하네요
400,5,제품은  원래좋은거공 ㅋㅋ 빠른배송 감사합니다제품은  원래좋은거공 ㅋㅋ 빠른배송 감사합니다
401,3,트러블 이런건 없는데 되게 매트해서 잘 펴발라지지가 않네요 ㅠ트러블 이런건 없는데 되게 매트해서 잘 펴발라지지가 않네요 ㅠ
402,5,항상 재구매해서 사용하고 있어요정말 좋아요 항상 재구매해서 사용하고 있어요정말 좋아요 
403,5,감사합니다 감사합니다감사합니다 감사합니다
404,5,유명한 제품이라 믿고 구매했습니다유명한 제품이라 믿고 구매했습니다
405,5,상품평 좋아서 구매해봅니다 유통기한 넉넉하니 좋습니다상품평 좋아서 구매해봅니다 유통기한 넉넉하니 좋습니다
406,5,작년에도 사서 잘 썼어요 큰애것 작은애것 두개 샀어요작년에도 사서 잘 썼어요 큰애것 작은애것 두개 샀어요
407,5,완전 만족합니다 배송도 빨리 왔어요완전 만족합니다 배송도 빨리 왔어요
408,5,늘 쓰던 제품입니다늘 쓰던 제품입니다
409,5,몇년째 아이들이 쓰는 재품이예요!!배송빠르고 좋아요!몇년째 아이들이 쓰는 재품이예요!!배송빠르고 좋아요!
410,5,아이가 좋아하네요 선크림이 필요해서아이가 좋아하네요 선크림이 필요해서
411,5,가격도 좋게 샀습니다가격도 좋게 샀습니다
412,5,감사합니다빠른 배송 감사합니다굿이에요감사합니다빠른 배송 감사합니다굿이에요
413,4,아직 사용하지 않았어요좋을것 같아요아직 사용하지 않았어요좋을것 같아요
414,5,빠른배송 아이가 좋아합니다또 구매할듯빠른배송 아이가 좋아합니다또 구매할듯
415,5,만족합니다만족합니다만족합니다만족합니다
416,5,배송 빠르고 편한 쿠션이라 맘에들어요 후기도 좋고 유명해서 믿고샀어요 10갤 아기의 첫 선크림 프리메라 배송 빠르고 편한 쿠션이라 맘에들어요 후기도 좋고 유명해서 믿고샀어요 10갤 아기의 첫 선크림 프리메라 2개의 포토리뷰2개의 포토리뷰
417,5,배송도 빠르고 금액도 저렴하고 좋아요배송도 빠르고 금액도 저렴하고 좋아요
418,5,제품잘받았습니다잘사용할께요제품잘받았습니다잘사용할께요
419,5,너무 좋아해요! 잘갖고다녀요너무 좋아해요! 잘갖고다녀요
420,5,늘 잘쓰고 잇어용 ㅋ늘 잘쓰고 잇어용 ㅋ
421,5,좋아요딸하고 같이 사용하고 있어요좋아요딸하고 같이 사용하고 있어요
422,5,얼집에서 가정에서 쓰고잇어요얼집에서 가정에서 쓰고잇어요
423,5,사용기한도 넉넉한 제품으로 배송도 바로 잘 포장되서 잘 도착했니다사용기한도 넉넉한 제품으로 배송도 바로 잘 포장되서 잘 도착했니다2개의 포토리뷰2개의 포토리뷰
424,5,항상 쓰는 제품입니다 피부가 예민해서 이것만 써요항상 쓰는 제품입니다 피부가 예민해서 이것만 써요
425,1,배송 보내주실때 뾱뾱이좀 해주시면 안되나요?배송 보내주실때 뾱뾱이좀 해주시면 안되나요?
426,5,간편하게 바르기 쉬워용간편하게 바르기 쉬워용
427,5,6학년  딸아이가  좋아해요  잘샀어요6학년  딸아이가  좋아해요  잘샀어요
428,5,사용하기 편하고 좋아요사용하기 편하고 좋아요2개의 포토리뷰2개의 포토리뷰
429,5,좋아요 쿠션 좋음굿좋아요 쿠션 좋음굿
430,5,선물용손에 묻지 않아 좋아요 선물했는데 조카가 좋아하네요2개의 포토리뷰2개의 포토리뷰
431,4,추석이 겹쳐 배송은 조금 시간이 걸렸지만미리 QA를 통해 답변 받은대로 유통기한도 꽤 넉넉한 제품을 보내주셨네요아이들이 만족하고 사용중입니다추석이 겹쳐 배송은 조금 시간이 걸렸지만미리 QA를 통해 답변 받은대로 유통기한도 꽤 넉넉한 제품을 보내주셨네요아이들이 만족하고 사용중입니다
432,5,항상 재구매해서 사용하고 있어요항상 재구매해서 사용하고 있어요
433,5,늘 사용하던 제품입니다늘 사용하던 제품입니다
434,5,잘 쓸께요오잘 쓸께요오
435,4,본품사면서 미리 리필도 하나 더 구매했어요자외선 차단도 잘되고 좋은 성분이었음 좋겠네요본품사면서 미리 리필도 하나 더 구매했어요자외선 차단도 잘되고 좋은 성분이었음 좋겠네요2개의 포토리뷰2개의 포토리뷰
436,4,손으로 바르는 썬크림 찝찝해서 쿠션으로 구매했어요바를때 조금 하얗게 ㅋㅋ 되긴하는데 쓸만한거 같아요손으로 바르는 썬크림 찝찝해서 쿠션으로 구매했어요바를때 조금 하얗게 ㅋㅋ 되긴하는데 쓸만한거 같아요2개의 포토리뷰2개의 포토리뷰
437,5,아이가 쓰는거라 처음으로  성분도 확인하고 구매했는데 순하고 간편하게 사용가능해서 좋아요아이가 쓰는거라 처음으로  성분도 확인하고 구매했는데 순하고 간편하게 사용가능해서 좋아요
438,4,딸아이가 쓰는데 아주 좋대요딸아이가 쓰는데 아주 좋대요
439,4,아직안써봤ㄴ데 프리메라 다른제품은 많이써봐서 믿고 구매해요싸게잘 샀어요아직안써봤ㄴ데 프리메라 다른제품은 많이써봐서 믿고 구매해요싸게잘 샀어요
440,5,캐릭터있는 디자인보다 엄마화장품과 별다를게없어서 더좋은거같아요캐릭터있는 디자인보다 엄마화장품과 별다를게없어서 더좋은거같아요
441,4,리필인줄 알았는데본품이라 넘 좋아요리필인줄 알았는데본품이라 넘 좋아요
442,5,아이가 엄청 죠아라해요아이가 엄청 죠아라해요
443,5,항상 쓰는 거라 믿고 쓰고 있어요 좋아요 애들 발라주고 하기도 항상 쓰는 거라 믿고 쓰고 있어요 좋아요 애들 발라주고 하기도 
444,5,초딩아이들 쓰려고 주문했어요 평이좋았기때문에 선택했고 용기디자인이 넘귀엽다고 아이들이 좋아하네요초딩아이들 쓰려고 주문했어요 평이좋았기때문에 선택했고 용기디자인이 넘귀엽다고 아이들이 좋아하네요
445,5,부드럽게 잘 발려져요 두껍지 않고 순한 것 같아요부드럽게 잘 발려져요 두껍지 않고 순한 것 같아요
446,4,아이가 잘썼네요워낙 바르는걸 싫어했었거든요아이가 잘썼네요워낙 바르는걸 싫어했었거든요
447,5,조카가 화장하고싶어해서 사줬어요 좋아합니다조카가 화장하고싶어해서 사줬어요 좋아합니다
448,5,딸아이가 예쁘고 잘 쓰고 있다고 하네요딸아이가 예쁘고 잘 쓰고 있다고 하네요
449,4,배송도 빠르고 잘받았어요배송도 빠르고 잘받았어요
450,4,발라보진않앗는데 스틱형을 아이가 워낙 싫어하는지라 엄마따라하는거 좋아하니 톡톡 두드리는거라고 말햇더니 잘쓸꺼라고하네요발라보진않앗는데 스틱형을 아이가 워낙 싫어하는지라 엄마따라하는거 좋아하니 톡톡 두드리는거라고 말햇더니 잘쓸꺼라고하네요
451,4,일단 아이가 좋아합니다 자외선 차단도 잘 되는거 같구요일단 아이가 좋아합니다 자외선 차단도 잘 되는거 같구요
452,4,아이가 직접 바르고좋아합니다 차단효과도 잘되고요아이가 직접 바르고좋아합니다 차단효과도 잘되고요
453,5,화장하기 좋아하는 다섯살 딸 주려고 샀어요화장하기 좋아하는 다섯살 딸 주려고 샀어요
454,5,쿠션좋고 바르기 편하고 재구매할래요쿠션좋고 바르기 편하고 재구매할래요
455,5,잘발리고 편하고 아주좋아요잘발리고 편하고 아주좋아요
456,5,벌써 세번째 재구매 네요 가격도 자렴하고 배송도 빠르고 잘 사용할께요 감사합니다벌써 세번째 재구매 네요 가격도 자렴하고 배송도 빠르고 잘 사용할께요 감사합니다
457,5,빠른 배송 너무 감사합니다 지금 세번째 구매인데 이번엔 친구들하고 같이 사용하려고 여러개 재구매 하네요빠른 배송 너무 감사합니다 지금 세번째 구매인데 이번엔 친구들하고 같이 사용하려고 여러개 재구매 하네요
458,4,친구가 추천해줘서 이걸루 고민없이 삿는데 향도 안나고 차단도 되는거같아요 잘삿어요 다쓰면 또 구매할꺼에용친구가 추천해줘서 이걸루 고민없이 삿는데 향도 안나고 차단도 되는거같아요 잘삿어요 다쓰면 또 구매할꺼에용
459,5,착한가격 착한성분늘 잘쓰구잇어요착한가격 착한성분늘 잘쓰구잇어요
460,5,착한가격 착한성분잘쓰고잇어요착한가격 착한성분잘쓰고잇어요
461,5,여름철 수영장준비로 구매해 보았어요 잘 쓸께요  아 빠른배송 감사요여름철 수영장준비로 구매해 보았어요 잘 쓸께요  아 빠른배송 감사요
462,5,매번 재구매해서 아이와 같이 사용하고 있어요좋아요 매번 재구매해서 아이와 같이 사용하고 있어요좋아요 
463,5,애들이 더 좋아해요  백탁현상 없이요애들이 더 좋아해요  백탁현상 없이요
464,5,쿠션좋고 편하고 재구매 할래요쿠션좋고 편하고 재구매 할래요
465,5,최고예요아이들발라주려고 구매했습니다 백탁현상이있지만 과하지않아 괜찮았습니다
466,5,백탁 없어 좋습니다 눈따가움을 느끼는 아이라 선블럭제품 선택이 쉽지않은데 이 제품은 눈따가움은 없네요백탁 없어 좋습니다 눈따가움을 느끼는 아이라 선블럭제품 선택이 쉽지않은데 이 제품은 눈따가움은 없네요
467,4,엄마가 화장하면 꼭 따라해서하나 시줬어요퍼프를 손가락에 못껴서 매번 껴달라고가지고 옵니다!엄마가 화장하면 꼭 따라해서하나 시줬어요퍼프를 손가락에 못껴서 매번 껴달라고가지고 옵니다!
468,5,아이들 물놀이 용으로 샀어요 물에 잘 안 지워지면서 성분 착한것 같아 만족합니다지울때 2차 세안 필수입니다아이들 물놀이 용으로 샀어요 물에 잘 안 지워지면서 성분 착한것 같아 만족합니다지울때 2차 세안 필수입니다
469,5,배송 빠르고  포장도 꼼꼼히 배송되었네요아이들이 이 제품 좋아해요배송 빠르고  포장도 꼼꼼히 배송되었네요아이들이 이 제품 좋아해요
470,5,쓰던거 리필로 주문했어요 민감한 여중생 피부에도 좋습니다!!쓰던거 리필로 주문했어요 민감한 여중생 피부에도 좋습니다!!
471,4,좋아요발림성이 좋아요 피부톤도 살짝 보정되어 좋아요
472,5,배송 빠르고 유통기한 좋은 상품으로 보내주셨어요배송 빠르고 유통기한 좋은 상품으로 보내주셨어요
473,4,좋아요20개월 아이가 혼자서 하려고 해요한쪽만 계속 발라서 능 한쪽 볼만 하얗네요ㅋㅋ좋아요20개월 아이가 혼자서 하려고 해요한쪽만 계속 발라서 능 한쪽 볼만 하얗네요ㅋㅋ
474,5,아이가 늘 쓰는 제품이라귀엽게 잘 나왔네여아이가 늘 쓰는 제품이라귀엽게 잘 나왔네여
475,5,백탁현상은 좀 있지만 화장한거같아서 아이가 좋아하네요향도 은은하고 괜찮네요백탁현상은 좀 있지만 화장한거같아서 아이가 좋아하네요향도 은은하고 괜찮네요
476,5,애기가 사용하기에 부담 없이 좋아요애기가 사용하기에 부담 없이 좋아요
477,5,계속 사용하던 제품이에요 좋아요계속 사용하던 제품이에요 좋아요
478,5,초6 아이가 좋아해요 앙증맞아요초6 아이가 좋아해요 앙증맞아요
479,5,딸아이가 엄청좋아해요딸아이가 엄청좋아해요
480,5,아직 사용전인데 디쟌이 너무 아기아기하미 사랑스럽네요 ㅎㅎ아직 사용전인데 디쟌이 너무 아기아기하미 사랑스럽네요 ㅎㅎ
481,5,싸게 저렴하게 살수잇어서 좋앗습니다! 면세보다도 싼느낌이예요?? 잘쓰겠슨다 바르면 피부톤이 살짝 밝아지는거ㅛ같아요싸게 저렴하게 살수잇어서 좋앗습니다! 면세보다도 싼느낌이예요?? 잘쓰겠슨다 바르면 피부톤이 살짝 밝아지는거ㅛ같아요
482,4,아이에게 순할거같아 선택했어요차단지수가 조금만 더 높았음 줗겠어요아무래두 높으면 자극이있어 그럴테지만 자극없이 좀 더 차단이 되었음하네요아이에게 순할거같아 선택했어요차단지수가 조금만 더 높았음 줗겠어요아무래두 높으면 자극이있어 그럴테지만 자극없이 좀 더 차단이 되었음하네요
483,5,왜 평이좋은지 알것같아용 넘나만족스러워요올여름 이아이가 햇빛에서 우리아이를지켜줬네용추천해용왜 평이좋은지 알것같아용 넘나만족스러워요올여름 이아이가 햇빛에서 우리아이를지켜줬네용추천해용
484,5,저렴하게 잘 구매했어요 원래쓰던 제품입니다저렴하게 잘 구매했어요 원래쓰던 제품입니다
485,4,다음날 배송되고 유통기한도 넉넉 해서 좋아요다음날 배송되고 유통기한도 넉넉 해서 좋아요
486,4,매년 쓰는 키즈쿠션짱입니다매년 쓰는 키즈쿠션짱입니다
487,5,쓰던거라좋고 아이가좋아해요쓰던거라좋고 아이가좋아해요
488,5,약간 백탁현상이있긴해요약간 백탁현상이있긴해요
489,5,늘 쓰던거라 좋습니다늘 쓰던거라 좋습니다
