,평점,본문
215,5,자매님들이 정말 애정하고 계십니다씻고나면 보내주신 로션샘플만 바르구요ㅎ자매님들이 정말 애정하고 계십니다씻고나면 보내주신 로션샘플만 바르구요ㅎ
216,4,피부가 뽀송뽀송해집니다피부가 뽀송뽀송해집니다
217,4,아토팜 유명하지요디자인은 귀욥네요잘 써볼께요아토팜 유명하지요디자인은 귀욥네요잘 써볼께요
218,4,캐이스도 깜찍하고 촉촉하니 좋아요캐이스도 깜찍하고 촉촉하니 좋아요
219,5,샘플을 많이 주셔서 깜짝 놀랐어요샘플을 많이 주셔서 깜짝 놀랐어요
220,5,제품꼼꼼 빠른배송 샘플듬뿍감사합니다초등학생 어린이날선물 준비해습니다제품꼼꼼 빠른배송 샘플듬뿍감사합니다초등학생 어린이날선물 준비해습니다
221,5,퍼프빨기 힘들어서 결국은 손으퍼프빨기 힘들어서 결국은 손으로 바르고 있지만 아이가 재밌어하고 선크림바르는걸 좋아해서 만족입니다
222,5,케이스도 이쁘고 너무 흡수되는거 같아요케이스도 이쁘고 너무 흡수되는거 같아요
223,5,편리해요 좋아요 부담없어요편리해요 좋아요 부담없어요
224,5,만족합니다 케이스예뻐요만족합니다 케이스예뻐요
225,5,아이가 너무 좋아하네요 진작에 사줄껄 그랬네요아이가 너무 좋아하네요 진작에 사줄껄 그랬네요
226,5,너무 좋아해여  아이가 항상 지너무 좋아해여아이가 항상 지니고 다닙니다 분홍케이스도 있기를
227,5,아이들이 사용하고 트러블 없어서 재구매항아이들이 사용하고 트러블 없어서 재구매항
228,5,아이가 너무 좋아해요 트러블도 없고아이가 너무 좋아해요 트러블도 없고
229,4,배송빠르고 아이가 귀엽다고 좋아해요배송빠르고 아이가 귀엽다고 좋아해요
230,4,아이가 좋아해서 이거로 골랐어요아이가 좋아해서 이거로 골랐어요
231,5,조카선물로 저렴하게 구입했네요조카선물로 저렴하게 구입했네요
232,4,갠찮아요 잘 쓸게요 많이 파세요갠찮아요 잘 쓸게요 많이 파세요
233,5,열살 딸아이가 너무 좋아합니다열살 딸아이가 너무 좋아합니다이제 스스로 꼼꼼히 바릅니다
234,4,아이 친구꺼 빌려서보고사달라해서 시줬습니다빠른배송 고맙습니다아이 친구꺼 빌려서보고사달라해서 시줬습니다빠른배송 고맙습니다
235,5,모자도 안 쓰고 딸이 돌아댕겨서  너무 피부가 탔어요걱정이 되서 사줬더니 ㅡ 혼자서도 잘 발라요모자도 안 쓰고 딸이 돌아댕겨서  너무 피부가 탔어요걱정이 되서 사줬더니 ㅡ 혼자서도 잘 발라요
236,5,화학적 차단제는 트러블이 있어화학적 차단제는 트러블이 있어서 이 상품으로 구매했습니다약간 톤 업도 되고 비교적 뭉침도 적어 좋습니다
237,5,사용하기 편하고 초등학생딸이 잘쓰고있어요사용하기 편하고 초등학생딸이 잘쓰고있어요
238,5,선크림 발라주는데 좀더 순응도선크림 발라주는데 좀더 순응도가 좋아요
239,5,배송도빠르고 아이들이너무좋아합니다배송도빠르고 아이들이너무좋아합니다
240,5,애기용이라 비교하며 삿어요ㅠ좋애기용이라 비교하며 삿어요ㅠ좋내용
241,4,배송은 조금 느렷지만 애들이 좋아하네요본인들이 톡톡 바르고 다녀요배송은 조금 느렷지만 애들이 좋아하네요본인들이 톡톡 바르고 다녀요
242,5,아기가너무좋아하네요아기가너무좋아하네요
243,4,배송도 괜찮았구여름마다 이제품 쓰고있구요둘째가 이번엔 사달라고 했어요ㅋㅋ아이들이 캐릭터 귀엽다고 넘좋아해요잘쓰고있어요번창하세요배송도 괜찮았구여름마다 이제품 쓰고있구요둘째가 이번엔 사달라고 했어요ㅋㅋ아이들이 캐릭터 귀엽다고 넘좋아해요잘쓰고있어요번창하세요
244,5,아이가 너무 좋아했어요 펌핑 스탈인데 아이가 잘 펴바르지는 못해요 6살아이가 너무 좋아했어요 펌핑 스탈인데 아이가 잘 펴바르지는 못해요 6살
245,5,쿠션팩트인줄알고 열려고 애썼네요 ㅎㅎ누르면 한방울씩 나오는 시스템위생적이고 좋을것같네요썬크림사고 덧바를때 쓰려고 샀어요쿠션팩트인줄알고 열려고 애썼네요 ㅎㅎ누르면 한방울씩 나오는 시스템위생적이고 좋을것같네요썬크림사고 덧바를때 쓰려고 샀어요
246,5,아이들 10개 대량구매해서 선물로 주었어요만족해요아이들 10개 대량구매해서 선물로 주었어요만족해요
247,5,아이가 갖고싶어한 제품이에요최근제조일자 제품과 사은품까지 잘받았어요
248,5,여자아이가 톡톡 혼자 바르기 좋습니다여자아이가 톡톡 혼자 바르기 좋습니다
249,4,순하고 잘지워져요색도 이뻐요순하고 잘지워져요색도 이뻐요
250,5,빠른배송늬므ㅡ즈ㅡㅎ아요빠른배송늬므ㅡ즈ㅡㅎ아요
251,4,배송늦는거빼곤 다 좋아용배송늦는거빼곤 다 좋아용
252,5,아이에게 쓰려고 샀어요!!아이에게 쓰려고 샀어요!!
253,5,아직안써봐서 모르겠어요
254,5,만족합니다 좋으네요만족합니다 좋으네요
255,5,좋아요!!! 잘 샀어요좋아요!!! 잘 샀어요
256,5,잘 사용하고 있어요잘 사용하고 있어요
257,5,아이가너무좋아해요 잘발리고끈아이가너무좋아해요 잘발리고끈적임없어좋아요
258,5,아직 사용전이예요 성분 좋다고 아직 사용전이예요성분 좋다고 해서 샀어요샘플도 넣어주셔서 너무 좋네요감사합니다
259,4,잘 받았어요아이 두명거 주문했어요작년거 다써서 이번엔 아토팜 주문했어요로션크림거 원래 아토팜 쓰고 있어서선크림도 아토팜으로 정착하려구요사은품도 마음에 들어요마침 필요했던건데 여름내내 잘 쓰겠네요
260,5,4살 딸아이 선팩트를 처음 사보4살 딸아이 선팩트를 처음 사보네요괜찮으면 다시 구입할게요
261,5,애들이 너무좋아하네요 박스터진곳없이 잘받았습니다애들이 너무좋아하네요박스터진곳없이 잘받았습니다
262,5,아직 애기가 나오게 하는 법을 아직 애기가 나오게 하는 법을 몰라서 좋아요
263,5,5살 아들내미까지 열심히 두드려5살 아들내미까지 열심히 두드려주시네요
264,5,우리 손녀가 즐겨 사용 중! 만족우리 손녀가 즐겨 사용 중! 만족합니다
265,5,너무 좋아해서 엄청 찍어 바르네요 너무 좋아해서 엄청 찍어 바르네요 
266,5,편해요가지고 다니면서 톡톡 두드려줘요
267,5,배송오류가 최악이었어요배송오류가 최악이었어요
268,5,아기가 너무좋아해요아기가 너무좋아해요
269,5,저렴하게잘샀어요저렴하게잘샀어요
270,5,아토팜이니깐 믿고 사용합니다 아이들이 너무 좋아하네요아토팜이니깐 믿고 사용합니다 아이들이 너무 좋아하네요
271,4,애기랑잘쓰고있어요바르기도편하고좋아요애기랑잘쓰고있어요바르기도편하고좋아요
272,5,여분의 퍼프도 있고 샘플도 있어여분의 퍼프도 있고 샘플도 있어서 좋아요
273,5,트러블도 없고 아이가 참 좋아합니다트러블도 없고 아이가 참 좋아합니다
274,4,아직사용전이지만 괜찮을거같아요아직사용전이지만 괜찮을거같아요
275,5,초등학생이 쓰기에 좋은것같아요초등학생이 쓰기에 좋은것같아요
276,5,믿고 구매했어요 정말 좋아오ㅡ믿고 구매했어요 정말 좋아오ㅡ
277,5,이것만써요 순하고좋습니다이것만써요 순하고좋습니다
278,5,저렴한 가격에 잘 샀습니다!저렴한 가격에 잘 샀습니다!
279,5,잘받았습니다잘받았습니다
280,5,6살 아이가 화장놀이 하듯 선크6살 아이가 화장놀이 하듯 선크림 바르는걸 좋아해요약간 특유의 향이 있는데 아이는 별로 신경 안써요 전 조금 별로인듯 무향을 선호하는편이라
281,5,유치원 초등학교 저학년 아이가 유치원 초등학교 저학년 아이가 사용하려고 샀어요 작년하고 디자인이 좀 바꼈네요
282,5,아이가 너무 좋아해요 근데 클렌아이가 너무 좋아해요 근데 클렌징폼을 못해서 자주 못쓰는 아쉬움이 있어요ㅜㅜ
283,5,성분검색해서 구매했어요 아이도성분검색해서 구매했어요 아이도 맘에 들어하네요
284,5,사용하기 너무 편하구요아이도 좋아해요사용하기 너무 편하구요아이도 좋아해요
285,5,톡톡 두드리면 되서 사용하기 좋톡톡 두드리면 되서 사용하기 좋아요
286,5,굿가격이 저렴하면 좋겠어요
287,5,애가  좋아해요 애가  좋아해요 
288,5,아이가 넘 좋아하네요 일단 순아이가 넘 좋아하네요 일단 순한지 아이한테도 잘 맞구요
289,3,발림성은 좋은데썬크림은 백태현상이 좀 있는편이에요 클렌징은 아직 사용전인데 용량 넉넉해서 맘에들어요발림성은 좋은데썬크림은 백태현상이 좀 있는편이에요 클렌징은 아직 사용전인데 용량 넉넉해서 맘에들어요
290,5,아이가 좋아해요성분 다 검색해보고 샀는데 제일 나은거 같아요 ㅎㅎ아이가 엄마 화장 따라한다고 좋아해요
291,5,배송도 하루만에 오구 너무 좋아배송도 하루만에 오구 너무 좋아요  올여름에 거뜬하게 사용할거같아여
292,5,빠른배송감사합니다빠른배송감사합니다
293,5,아이도 저도 만족하는 제품입니아이도 저도 만족하는 제품입니다 백타도 없고 좋아요 
294,5,아이가 좋아해요 백탁현상은 있아이가 좋아해요 백탁현상은 있습니다 
295,5,아이 선물이에여가격 저렴하게 잘 구마해였습니다!
296,5,믿고 샀어요 여름 내 잘 쓸께요믿고 샀어요 여름 내 잘 쓸께요
297,5,매번쓰던거라 저렴하게 샀어요매번쓰던거라 저렴하게 샀어요
298,5,여름이라 선물하려고 샀어요여름이라 선물하려고 샀어요
299,5,아이가 너무나좋아해요ㅎ아이가 너무나좋아해요ㅎ
300,5,최고예요스틱이 편하긴하지만 아이가 엄마화장품에 관심가지길레 사줬더니 스스로 두드리면서 잘 바르네요바르면 얼굴이 빛나는 느낌?도 나고 향도 좋네요잘 선택한듯해서 만족요많이파세요
301,4,순한 성분이라 구매했어요생각보다 좀 뻑뻑하고 건조하긴한데 쿠션형이라 덧바르는용으로 좋을거같아요순한 성분이라 구매했어요생각보다 좀 뻑뻑하고 건조하긴한데 쿠션형이라 덧바르는용으로 좋을거같아요
302,5,저렴한 가격으로 구매햇고 빠른 배송 넉넉한 유통기한 좋아요저렴한 가격으로 구매햇고 빠른 배송 넉넉한 유통기한 좋아요
303,4,좋아요믿고 쓰는 아토팜이라 좋아요 가격도 저렴하게 잘샀고 케이스가 예뻐서 아이들이 좋아해요
304,5,ㅋㅋㅋ 썬크림 안바르려고해서 ㅋㅋㅋ썬크림 안바르려고해서 사줬는데화장품 바른다고 좋아라하네요작전 성공적
305,5,아이가 너무 좋아해요 화장하는듯 발라요아이가 너무 좋아해요 화장하는듯 발라요
306,5,배송도 빠르고 저렴하게 구매했습니다배송도 빠르고 저렴하게 구매했습니다
307,5,케이스도 이쁘고 발림성도 좋아요케이스도 이쁘고 발림성도 좋아요
308,5,감사합니다 잘쓸께요감사합니다 잘쓸께요
309,5,구성이 너무 조아요구성이 너무 조아요
310,4,딸이 좋아하네요 노란색 좋다며 만족하네요 애기때딸이 좋아하네요 노란색 좋다며 만족하네요 애기때부터 쓰던거라 계속써요
311,4,택배박스는 많이 구겨져있었지만 다행히 제품엔 이상없이 잘받았습니다택배박스는 많이 구겨져있었지만 다행히 제품엔 이상없이 잘받았습니다
312,5,너무 좋습니다용 배송도 빠르고 만족합니다용너무 좋습니다용 배송도 빠르고 만족합니다용
313,5,5살 아이가 직접 썬크림을 바르네요제품 좋아요5살 아이가 직접 썬크림을 바르네요제품 좋아요
314,4,좋습니다여름에 유용하게 잘 쓸  것 같아요좋습니다여름에 유용하게 잘 쓸  것 같아요
315,4,백탁현상 없다는 리뷰 보고 구매했습니다 백탁현상 없다는 리뷰 보고 구매했습니다 
316,5,빠른 배송 깔끔한 포장이 좋습니다빠른 배송 깔끔한 포장이 좋습니다
317,5,샘플도 좋고 애도 너무 좋아해요샘플도 좋고 애도 너무 좋아해요
318,5,배송빠르고 제품좋아요배송빠르고 제품좋아요
319,5,아이랑 같이쓰고있어요아이랑 같이쓰고있어요
320,4,향이 좀 독특해요향이 좀 독특해요
321,5,아이가 제 팩트를 항상 바르고싶어했는데 요거 아이에게 딱이네요아이가 제 팩트를 항상 바르고싶어했는데 요거 아이에게 딱이네요
322,5,아이피부 예민해서 자주 구매해아이피부 예민해서 자주 구매해요딸이 좋아해요
323,5,톡톡톡 남자애긴데 챙겨바르네요톡톡톡 남자애긴데 챙겨바르네요 ㅡㅡ
324,4,빠른배송에 사은품까지 만족합니다빠른배송에 사은품까지 만족합니다
325,5,배송도빠르고친절하세요배송도빠르고친절하세요
326,4,향이 약간 아빠 향수 향이예요향이 약간 아빠 향수 향이예요
327,5,잘받았습니다잘받았습니다잘받았습니다잘받았습니다
328,5,최고예요사은품고맙습니다
329,5,할인폭이 커서 걱정했는데 최근 할인폭이 커서 걱정했는데 최근 제품인거 같아서 좋아요 끈적이지 않고 잘 발려요 타요였는데 새 제품이 나왔군요
330,5,배송도 빠르고 좋네요제품이 좋다고 해서 고르고 샀어요 배송이 정말 빠르고 좋았어요!! 샘플도 넣어주셨고 배송도 빠르고 담에 또 여기서 구매할게요
331,5,애기가좋이헤녕 ㅎㅎ 애기가좋이헤녕 ㅎㅎ 
332,5,아이가 외출전에 톡톡아이가 외출전에 톡톡
333,5,아이가좋아하는캐릭터라서좋아요아이가좋아하는캐릭터라서좋아요
334,5,초등생 딸아이에게 사용하려 구매했어요기존 로션타초등생 딸아이에게 사용하려 구매했어요기존 로션타입바나x보다 피부자극이 덜 한 듯하네요급하게 주문했는데 배송이 빨라서 야외활동 많은 날 제때 사용했네요
335,4,향은 딱히 오래가지않고요 생가보다 좋진않아요크림향은 딱히 오래가지않고요 생가보다 좋진않아요크림형이나 젤형이 제일 잘쓰는거 같아요
336,5,좋아요좋아요
337,5,아이가 엄마 화장품에 관심이많아 구매했어요너무 좋아이가 엄마 화장품에 관심이많아 구매했어요너무 좋아하네요 아토팜은 성분이좋아 믿고쓰는제품이예요
338,5,아이들이좋아하네요  아이들이좋아하네요 
339,5,아이가 패키지를 좋아하고 눌렀아이가 패키지를 좋아하고 눌렀을 때 나오는 양이 적당해서 튜브형 선크림에 비해 양조절이 편해 좋았어요 개인적으로 애들은 쿠션보다는 이런 펌핑형 팩트가 더 위생적이고 좋은 거 같아요 
