,date
2497,2016
2498,2017
2499,2017
2500,2017
2501,2019
2502,2016
2503,2016
2504,2018
2505,2016
2506,2018
2507,2018
2508,2018
2509,2016
2510,2017
2511,2019
2512,2017
2513,2017
2514,2018
2515,2017
2516,2017
2517,2018
2518,2016
2519,2016
2520,2018
2521,2020
2522,2016
2523,2018
2524,2016
2525,2017
2526,2019
2527,2020
2528,2016
2529,2017
2530,2017
2531,2020
2532,2018
2533,2018
2534,2017
2535,2018
2536,2019
2537,2017
2538,2017
2539,2017
2540,2020
2541,2017
2542,2019
2543,2016
2544,2016
2545,2019
2546,2018
2547,2016
2548,2017
2549,2019
2550,2016
2551,2016
2552,2017
2553,2016
2554,2019
2555,2018
2556,2017
2557,2018
2558,2017
2559,2016
2560,2016
2561,2020
2562,2018
2563,2017
2564,2016
2565,2020
2566,2018
2567,2020
2568,2016
2569,2018
2570,2019
2571,2016
2572,2017
2573,2017
2574,2017
2575,2016
2576,2016
2577,2016
2578,2016
2579,2017
2580,2017
2581,2021
2582,2020
2583,2017
2584,2017
2585,2016
2586,2016
2587,2018
2588,2018
2589,2018
2590,2017
2591,2018
2592,2016
2593,2017
2594,2016
2595,2017
2596,2017
2597,2018
2598,2017
2599,2016
2600,2016
2601,2017
2602,2019
2603,2018
2604,2019
2605,2017
2606,2016
2607,2018
2608,2018
2609,2020
2610,2017
2611,2018
2612,2017
2613,2017
2614,2018
2615,2016
2616,2016
2617,2018
2618,2019
2619,2019
2620,2018
2621,2020
2622,2016
2623,2016
2624,2019
2625,2017
2626,2016
2627,2018
2628,2017
2629,2016
2630,2017
2631,2017
2632,2016
2633,2018
2634,2017
2635,2020
2636,2020
2637,2017
2638,2020
2639,2017
2640,2016
2641,2020
2642,2017
2643,2018
2644,2016
2645,2016
2646,2020
2647,2017
2648,2017
2649,2018
2650,2018
2651,2016
2652,2020
2653,2016
2654,2018
2655,2020
2656,2020
2657,2017
2658,2019
2659,2020
2660,2019
2661,2019
2662,2016
2663,2020
2664,2016
2665,2020
2666,2019
2667,2017
2668,2016
2669,2016
2670,2017
2671,2016
2672,2016
2673,2016
2674,2017
2675,2021
2676,2019
2677,2017
2678,2016
2679,2018
2680,2019
2681,2016
2682,2020
2683,2019
2684,2019
2685,2019
2686,2020
2687,2018
2688,2019
2689,2016
2690,2018
2691,2019
2692,2016
2693,2020
2694,2018
2695,2020
2696,2020
2697,2017
2698,2016
2699,2016
2700,2019
2701,2016
2702,2018
2703,2016
2704,2019
2705,2020
2706,2019
2707,2020
2708,2018
2709,2020
2710,2017
2711,2017
2712,2017
2713,2017
2714,2018
2715,2016
2716,2019
2717,2020
2718,2019
2719,2019
2720,2017
2721,2016
2722,2020
2723,2019
2724,2016
2725,2019
2726,2018
2727,2019
2728,2017
2729,2016
2730,2017
2731,2018
2732,2016
2733,2020
2734,2019
2735,2017
2736,2018
2737,2019
2738,2018
2739,2018
2740,2019
2741,2016
2742,2021
2743,2016
2744,2018
2745,2018
2746,2020
2747,2017
2748,2020
2749,2018
2750,2020
2751,2018
2752,2019
2753,2017
2754,2019
2755,2019
2756,2018
2757,2019
2758,2017
2759,2017
2760,2021
2761,2018
2762,2016
2763,2020
2764,2021
2765,2018
2766,2019
2767,2019
2768,2019
2769,2017
2770,2020
2771,2020
2772,2019
2773,2020
2774,2016
2775,2017
2776,2017
2777,2020
2778,2018
2779,2019
2780,2017
2781,2016
2782,2018
2783,2016
2784,2017
2785,2020
2786,2017
2787,2020
2788,2018
2789,2019
2790,2017
2791,2021
2792,2018
2793,2021
2794,2018
2795,2019
2796,2017
2797,2017
2798,2019
2799,2018
2800,2019
2801,2019
2802,2020
2803,2016
2804,2019
2805,2017
2806,2017
2807,2020
2808,2019
2809,2020
2810,2018
2811,2019
2812,2017
2813,2020
2814,2016
2815,2018
2816,2019
2817,2016
2818,2018
2819,2020
2820,2016
2821,2020
2822,2020
2823,2017
2824,2018
2825,2018
2826,2018
2827,2020
2828,2016
2829,2020
2830,2016
2831,2020
2832,2020
2833,2020
2834,2018
2835,2017
2836,2020
2837,2020
2838,2020
2839,2018
2840,2018
2841,2016
2842,2020
2843,2021
2844,2019
2845,2020
2846,2020
2847,2020
2848,2020
2849,2019
2850,2017
2851,2016
2852,2020
2853,2017
2854,2017
2855,2020
2856,2017
2857,2020
2858,2018
2859,2018
2860,2017
2861,2017
2862,2017
2863,2020
2864,2019
2865,2017
2866,2019
2867,2020
2868,2019
2869,2020
2870,2016
2871,2020
2872,2017
2873,2019
2874,2016
2875,2020
2876,2020
2877,2017
2878,2018
2879,2018
2880,2020
2881,2017
2882,2017
2883,2016
2884,2019
2885,2020
2886,2021
2887,2017
2888,2018
2889,2019
2890,2016
2891,2020
2892,2020
2893,2016
2894,2019
2895,2018
2896,2020
2897,2016
2898,2020
2899,2019
2900,2018
2901,2019
2902,2017
2903,2018
2904,2020
2905,2020
2906,2016
2907,2019
2908,2016
2909,2016
2910,2016
2911,2020
2912,2017
2913,2019
2914,2020
2915,2020
2916,2020
2917,2017
2918,2020
2919,2017
2920,2017
2921,2016
2922,2018
2923,2020
2924,2019
2925,2016
2926,2016
2927,2019
2928,2020
2929,2017
2930,2017
2931,2020
2932,2020
2933,2020
2934,2017
2935,2020
2936,2016
2937,2017
2938,2017
2939,2018
2940,2020
2941,2016
2942,2016
2943,2019
2944,2019
2945,2018
2946,2018
2947,2016
2948,2017
2949,2018
2950,2019
2951,2016
2952,2019
2953,2017
2954,2017
2955,2017
2956,2017
2957,2019
2958,2017
2959,2020
2960,2018
2961,2018
2962,2020
2963,2016
2964,2020
2965,2020
2966,2020
2967,2020
2968,2016
2969,2017
2970,2020
2971,2016
2972,2021
2973,2016
2974,2016
2975,2020
2976,2019
2977,2020
2978,2017
2979,2018
2980,2016
2981,2019
2982,2019
2983,2018
2984,2017
2985,2017
2986,2019
2987,2016
2988,2016
2989,2017
2990,2020
2991,2020
2992,2019
2993,2019
2994,2020
2995,2019
2996,2020
2997,2016
2998,2018
2999,2017
3000,2018
3001,2020
3002,2020
3003,2017
3004,2017
3005,2020
3006,2018
3007,2019
3008,2020
3009,2017
3010,2021
3011,2019
3012,2017
3013,2020
3014,2020
3015,2018
3016,2020
3017,2017
3018,2016
3019,2016
3020,2018
3021,2019
3022,2017
3023,2019
3024,2021
3025,2017
3026,2019
3027,2019
3028,2017
3029,2017
3030,2019
3031,2019
3032,2019
3033,2017
3034,2017
3035,2018
3036,2019
3037,2017
3038,2017
3039,2018
3040,2019
3041,2019
3042,2020
3043,2017
3044,2019
3045,2019
3046,2019
3047,2018
3048,2019
3049,2020
3050,2018
3051,2019
3052,2017
3053,2020
3054,2019
3055,2016
3056,2019
3057,2018
3058,2019
3059,2019
3060,2017
3061,2019
3062,2020
3063,2016
3064,2019
3065,2016
3066,2018
3067,2019
3068,2016
3069,2016
3070,2019
3071,2019
3072,2017
3073,2019
3074,2017
3075,2019
3076,2019
3077,2017
3078,2016
3079,2017
3080,2019
3081,2019
3082,2019
3083,2017
3084,2019
3085,2020
3086,2019
3087,2020
3088,2017
3089,2019
3090,2020
3091,2019
3092,2019
3093,2019
3094,2018
3095,2019
3096,2017
3097,2020
3098,2019
3099,2018
3100,2016
3101,2018
3102,2020
3103,2019
3104,2017
3105,2019
3106,2019
3107,2019
3108,2018
3109,2016
3110,2016
3111,2019
3112,2019
3113,2018
3114,2019
3115,2016
3116,2019
3117,2018
3118,2019
3119,2019
3120,2019
3121,2019
3122,2019
3123,2016
3124,2017
3125,2016
3126,2019
3127,2020
3128,2017
3129,2020
3130,2018
3131,2019
3132,2019
3133,2019
3134,2021
3135,2019
3136,2016
3137,2019
3138,2017
3139,2018
3140,2017
3141,2020
3142,2019
3143,2016
3144,2020
3145,2018
3146,2019
3147,2019
3148,2019
3149,2017
3150,2019
3151,2017
3152,2018
3153,2020
3154,2020
3155,2019
3156,2019
3157,2017
3158,2018
3159,2019
3160,2017
3161,2020
3162,2020
3163,2016
3164,2019
3165,2019
3166,2020
3167,2019
3168,2018
3169,2018
3170,2019
3171,2018
3172,2018
3173,2019
3174,2019
3175,2019
3176,2019
3177,2018
3178,2018
3179,2018
3180,2016
3181,2018
3182,2016
3183,2020
3184,2016
3185,2019
3186,2019
3187,2018
3188,2020
3189,2020
3190,2017
3191,2018
3192,2017
3193,2017
3194,2019
3195,2018
3196,2018
3197,2019
3198,2019
3199,2019
3200,2019
3201,2018
3202,2019
3203,2019
3204,2017
3205,2019
3206,2018
3207,2020
3208,2018
3209,2018
3210,2016
3211,2018
3212,2019
3213,2019
3214,2019
3215,2016
3216,2019
3217,2019
3218,2018
3219,2018
3220,2017
3221,2019
3222,2016
3223,2018
3224,2019
3225,2016
3226,2018
3227,2019
3228,2018
3229,2018
3230,2018
3231,2019
3232,2017
3233,2019
3234,2017
3235,2016
3236,2018
3237,2017
3238,2019
3239,2020
3240,2019
3241,2020
3242,2018
3243,2018
3244,2018
3245,2019
3246,2017
3247,2018
3248,2017
3249,2018
3250,2016
3251,2016
3252,2018
3253,2020
3254,2018
3255,2018
3256,2020
3257,2020
3258,2020
3259,2019
3260,2018
3261,2019
3262,2020
3263,2017
3264,2018
3265,2021
3266,2016
3267,2016
3268,2018
3269,2019
3270,2016
3271,2018
3272,2020
3273,2016
3274,2020
3275,2018
3276,2019
3277,2020
3278,2016
3279,2019
3280,2017
3281,2018
3282,2018
3283,2017
3284,2016
3285,2019
3286,2017
3287,2018
3288,2017
3289,2018
3290,2019
3291,2018
3292,2018
3293,2019
3294,2021
3295,2020
3296,2020
3297,2016
3298,2018
3299,2018
3300,2018
3301,2019
3302,2017
3303,2016
3304,2017
3305,2017
3306,2020
3307,2016
3308,2018
3309,2019
3310,2019
3311,2020
3312,2016
3313,2017
3314,2020
3315,2018
3316,2020
3317,2019
3318,2017
3319,2017
3320,2016
3321,2018
3322,2017
3323,2017
3324,2017
3325,2016
3326,2016
3327,2016
3328,2016
3329,2017
3330,2020
3331,2018
3332,2019
3333,2019
3334,2017
3335,2017
3336,2020
3337,2018
3338,2019
3339,2017
3340,2018
3341,2019
3342,2016
3343,2020
3344,2017
3345,2018
3346,2017
3347,2017
3348,2019
3349,2019
3350,2019
3351,2017
3352,2017
3353,2019
3354,2019
3355,2018
3356,2020
3357,2019
3358,2017
3359,2018
3360,2017
3361,2016
3362,2018
3363,2018
3364,2017
3365,2018
3366,2020
3367,2016
3368,2018
3369,2017
3370,2017
3371,2016
3372,2019
3373,2018
3374,2017
3375,2017
3376,2020
3377,2016
3378,2017
3379,2018
3380,2017
3381,2020
3382,2017
3383,2020
3384,2017
3385,2017
3386,2017
3387,2016
3388,2017
3389,2017
3390,2018
3391,2017
3392,2016
3393,2016
3394,2017
3395,2016
3396,2018
3397,2020
3398,2017
3399,2017
3400,2017
3401,2018
3402,2018
3403,2017
3404,2017
3405,2017
3406,2017
3407,2017
3408,2019
3409,2019
3410,2016
3411,2020
3412,2021
3413,2020
3414,2017
3415,2016
3416,2019
3417,2018
3418,2018
3419,2020
3420,2018
3421,2018
3422,2018
3423,2016
3424,2020
3425,2017
3426,2016
3427,2017
3428,2017
3429,2016
3430,2017
3431,2019
3432,2016
3433,2020
3434,2020
3435,2016
3436,2017
3437,2019
3438,2016
3439,2016
3440,2020
3441,2017
3442,2016
3443,2017
3444,2017
3445,2018
3446,2016
3447,2020
3448,2020
3449,2016
3450,2018
3451,2020
3452,2016
3453,2017
3454,2020
3455,2016
3456,2020
3457,2016
3458,2017
3459,2016
3460,2017
3461,2020
3462,2020
3463,2020
3464,2018
3465,2017
3466,2016
3467,2019
3468,2017
3469,2016
3470,2020
3471,2017
3472,2019
3473,2019
3474,2016
3475,2020
3476,2020
3477,2017
3478,2020
3479,2020
3480,2018
3481,2017
3482,2019
3483,2016
3484,2016
3485,2020
3486,2017
3487,2017
3488,2016
3489,2018
3490,2017
3491,2016
3492,2019
3493,2020
3494,2017
3495,2017
3496,2020
3497,2017
3498,2020
3499,2020
3500,2018
3501,2018
3502,2017
3503,2019
3504,2018
3505,2021
3506,2018
3507,2016
3508,2020
3509,2017
3510,2020
3511,2016
3512,2016
3513,2019
3514,2019
3515,2016
3516,2017
3517,2019
3518,2020
3519,2016
3520,2017
3521,2017
3522,2016
3523,2018
3524,2017
3525,2016
3526,2016
3527,2017
3528,2017
3529,2017
3530,2018
3531,2016
3532,2020
3533,2019
3534,2020
3535,2017
3536,2017
3537,2016
3538,2020
3539,2017
3540,2020
3541,2019
3542,2016
3543,2016
3544,2016
3545,2016
3546,2020
3547,2017
3548,2019
3549,2018
3550,2020
3551,2016
3552,2018
3553,2016
3554,2016
3555,2018
3556,2020
3557,2020
3558,2019
3559,2016
3560,2019
3561,2016
3562,2020
3563,2020
3564,2020
3565,2016
3566,2020
3567,2020
3568,2020
3569,2017
3570,2016
3571,2020
3572,2020
3573,2019
3574,2020
3575,2020
3576,2020
3577,2020
3578,2020
3579,2019
3580,2020
3581,2016
3582,2020
3583,2017
3584,2016
3585,2016
3586,2020
3587,2016
3588,2018
3589,2019
3590,2020
3591,2020
3592,2016
3593,2018
3594,2020
3595,2020
3596,2018
3597,2019
3598,2019
3599,2017
3600,2020
3601,2020
3602,2019
3603,2020
3604,2020
3605,2020
3606,2020
3607,2020
3608,2020
3609,2019
3610,2017
3611,2018
3612,2020
3613,2019
3614,2020
3615,2016
3616,2020
3617,2019
3618,2017
3619,2020
3620,2018
3621,2016
3622,2020
3623,2020
3624,2019
3625,2020
3626,2020
3627,2020
3628,2017
3629,2020
3630,2018
3631,2020
3632,2021
